,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,make_code
13630,18.1,36.6,0.0,12.0,13.0,4,46.0,0,4,26.0,17.0,99.0,52.0,1012.2,1008.4,0.0,1.0,23.9,34.0,0,0,0
98745,8.7,39.1,0.0,6.2,13.6,11,43.0,5,11,6.0,22.0,71.0,17.0,1011.0,1008.3,0.0,0.0,19.5,38.6,0,0,0
119659,18.4,28.5,0.0,9.2,12.9,11,43.0,11,11,13.0,24.0,58.0,53.0,1008.4,1006.7,1.0,1.0,23.6,25.5,0,0,0
31597,21.7,28.7,0.0,11.0,10.6,10,37.0,11,2,17.0,17.0,72.0,59.0,1015.2,1012.6,6.0,3.0,23.6,26.6,0,0,0
83632,21.5,28.8,0.0,6.6,10.9,0,35.0,0,0,19.0,13.0,56.0,55.0,1013.2,1011.4,7.0,3.0,25.8,27.5,0,0,0
34602,20.8,27.8,0.0,11.0,10.6,11,44.0,8,9,24.0,24.0,81.0,63.0,1015.3,1012.7,6.0,3.0,22.4,26.6,0,0,0
77519,17.9,36.1,0.0,8.0,10.8,11,28.0,3,11,7.0,17.0,80.0,27.0,1011.7,1008.7,8.0,0.0,19.9,34.6,0,0,0
69947,26.3,41.9,0.0,12.0,3.6,9,19.0,0,3,9.0,9.0,39.0,10.0,1009.0,1007.0,6.0,7.0,28.0,39.7,0,0,0
64504,17.8,33.7,0.0,8.0,10.8,13,28.0,12,8,7.0,17.0,78.0,34.0,1011.7,1009.0,8.0,0.0,19.9,32.7,0,0,0
92986,25.7,35.0,0.0,8.4,11.5,7,35.0,7,3,11.0,15.0,58.0,23.0,1007.5,1004.5,1.0,2.0,30.4,34.2,0,0,0
64869,12.2,18.7,0.8,6.6,0.3,8,50.0,15,11,19.0,28.0,88.0,84.0,1013.3,1013.3,7.0,8.0,13.6,16.4,0,1,1
31958,19.3,26.6,0.0,9.4,7.0,9,37.0,11,2,9.0,19.0,75.0,55.0,1009.5,1009.3,7.0,6.0,22.0,24.2,0,1,1
138238,26.0,32.2,0.0,4.6,5.2,7,41.0,13,13,24.0,13.0,73.0,85.0,1009.1,1006.6,7.0,8.0,29.6,28.2,0,1,1
135054,18.8,37.3,0.0,10.8,12.9,8,35.0,1,10,11.0,19.0,20.0,12.0,1009.4,1007.3,1.0,1.0,29.8,37.2,0,0,0
99110,11.5,19.7,0.8,3.4,5.0,8,46.0,8,10,28.0,30.0,83.0,49.0,1017.3,1017.5,7.0,7.0,14.0,17.6,0,0,0
74880,12.5,16.7,0.0,3.4,5.0,10,37.0,10,8,13.0,22.0,82.0,75.0,1016.9,1018.1,8.0,8.0,13.6,14.2,0,0,0
70311,12.3,27.1,0.0,10.4,13.1,8,44.0,8,11,20.0,20.0,52.0,26.0,1014.8,1012.5,1.0,1.0,16.1,25.4,0,0,0
22750,22.0,24.4,0.0,1.4,0.4,4,48.0,4,4,28.0,20.0,83.0,88.0,1008.6,1007.4,8.0,8.0,22.7,22.8,0,0,0
34967,19.6,25.2,0.0,9.4,7.0,11,48.0,8,8,19.0,28.0,74.0,64.0,1009.6,1009.5,7.0,6.0,21.5,23.4,0,0,0
120024,20.9,33.8,0.0,10.2,5.2,7,57.0,2,2,11.0,13.0,50.0,30.0,1014.3,1011.6,7.0,3.0,23.1,32.8,0,1,1
116831,20.3,33.7,0.0,10.2,5.2,0,57.0,7,0,6.0,31.0,47.0,50.0,1014.2,1011.8,7.0,3.0,23.6,31.4,0,1,1
117196,7.1,23.1,0.0,5.6,11.9,8,50.0,10,12,20.0,30.0,41.0,32.0,1011.9,1010.5,1.0,2.0,18.0,22.0,0,0,0
65234,9.8,25.0,0.6,6.0,12.7,8,33.0,15,9,9.0,20.0,72.0,42.0,1006.4,1005.3,2.0,1.0,15.2,24.4,0,0,0
84351,24.6,35.0,0.0,7.2,7.5,0,30.0,4,1,7.0,13.0,68.0,67.0,1008.3,1002.4,7.0,4.0,29.7,31.6,0,0,0
70676,15.9,30.0,0.0,8.0,9.3,11,33.0,10,6,11.0,11.0,77.0,41.0,1006.4,1005.1,7.0,1.0,18.8,27.1,0,0,0
14230,17.0,34.1,0.0,10.4,12.6,13,50.0,14,14,13.0,30.0,42.0,20.0,1006.8,1003.7,3.0,1.0,24.5,32.9,0,0,0
23115,22.6,27.9,0.0,5.2,5.2,5,28.0,5,5,15.0,13.0,79.0,76.0,1014.8,1012.5,7.0,7.0,25.4,25.9,0,1,1
120389,9.9,22.9,0.2,5.6,11.9,12,41.0,10,11,15.0,19.0,49.0,40.0,1011.7,1010.8,1.0,2.0,18.1,21.7,0,0,0
102470,12.5,32.0,0.0,5.0,12.7,0,39.0,4,11,13.0,9.0,78.0,27.0,1006.8,1003.7,1.0,1.0,18.1,29.0,0,1,1
68035,14.3,20.6,0.0,5.4,3.2,8,22.0,9,11,11.0,7.0,59.0,52.0,1015.3,1012.9,7.0,8.0,17.1,19.1,0,0,0
65600,11.4,21.0,0.0,5.4,3.2,8,28.0,2,2,9.0,11.0,61.0,44.0,1015.2,1012.4,7.0,8.0,16.1,20.2,0,0,0
129717,11.1,20.7,0.0,7.4,3.1,6,46.0,7,7,24.0,13.0,53.0,41.0,1012.9,1010.1,7.0,7.0,14.0,17.8,0,0,0
84714,23.4,32.9,0.0,11.8,12.5,4,28.0,3,5,6.0,11.0,57.0,45.0,1015.7,1012.3,1.0,1.0,29.2,31.8,0,0,0
71042,19.1,29.6,0.0,9.8,6.4,8,33.0,9,11,9.0,15.0,47.0,29.0,1014.4,1013.3,7.0,7.0,20.6,26.4,0,0,0
32689,20.3,23.6,1.2,9.2,0.0,11,33.0,11,10,6.0,9.0,83.0,79.0,1016.1,1012.7,8.0,8.0,21.1,22.4,1,1,1
44472,4.4,21.8,0.0,6.2,12.1,8,35.0,10,10,15.0,15.0,60.0,31.0,1020.8,1019.3,1.0,1.0,11.7,20.0,0,0,0
81935,20.0,33.8,0.0,6.8,9.2,0,22.0,8,5,6.0,9.0,63.0,53.0,1011.4,1008.1,0.0,7.0,27.4,31.7,0,0,0
32893,21.3,26.1,0.0,6.8,10.0,9,31.0,0,2,11.0,19.0,66.0,56.0,1010.8,1010.8,8.0,5.0,23.2,25.1,0,0,0
38874,18.6,26.1,0.0,5.0,7.2,11,37.0,10,2,22.0,20.0,79.0,65.0,1009.9,1009.8,7.0,2.0,23.4,25.0,0,0,0
100035,13.1,23.1,0.0,8.0,5.1,0,35.0,2,0,17.0,6.0,64.0,35.0,1016.3,1014.2,7.0,8.0,14.1,21.9,0,0,0
90913,22.3,31.0,0.0,9.4,11.6,1,39.0,2,1,11.0,28.0,67.0,58.0,1011.9,1009.5,1.0,2.0,28.0,30.1,0,0,0
97036,13.9,21.7,0.0,4.0,6.0,10,41.0,11,10,20.0,15.0,56.0,41.0,1017.2,1016.1,8.0,6.0,15.9,20.0,0,0,0
103037,19.6,34.0,0.0,11.4,5.6,9,43.0,10,9,17.0,17.0,47.0,19.0,1012.4,1011.1,5.0,2.0,21.7,32.7,0,0,0
44837,15.5,29.0,0.0,10.6,10.6,1,43.0,5,6,6.0,11.0,69.0,27.0,1010.9,1009.2,7.0,7.0,19.4,27.0,0,0,0
8986,18.9,27.9,0.0,4.8,10.4,8,33.0,8,2,20.0,11.0,66.0,70.0,1008.2,1008.1,1.0,1.0,24.8,27.3,0,0,0
68239,15.2,26.4,0.0,10.2,5.5,11,31.0,10,15,13.0,7.0,53.0,28.0,1015.1,1013.8,7.0,7.0,15.7,24.2,0,0,0
126917,11.2,20.3,0.2,6.0,5.2,2,37.0,3,2,2.0,13.0,67.0,45.0,1012.2,1012.2,5.0,5.0,14.9,18.7,0,0,0
72815,13.6,18.7,0.0,4.0,6.0,9,31.0,11,9,15.0,17.0,62.0,45.0,1016.9,1016.4,8.0,6.0,14.6,17.5,0,0,0
5998,16.9,32.8,0.0,12.4,10.7,11,30.0,12,8,2.0,11.0,33.0,14.0,1011.4,1010.1,6.0,3.0,20.4,30.4,0,0,0
84945,21.8,31.8,0.0,9.4,11.1,2,44.0,10,2,22.0,28.0,61.0,44.0,1010.6,1008.3,2.0,1.0,28.2,31.2,0,0,0
62795,12.4,19.9,0.6,6.2,0.8,9,41.0,11,8,17.0,28.0,91.0,58.0,1014.8,1014.6,7.0,7.0,13.8,17.9,0,0,0
75811,14.5,19.5,0.0,6.2,0.8,8,33.0,10,10,11.0,13.0,73.0,59.0,1014.7,1014.7,7.0,7.0,15.4,17.6,0,0,0
20677,18.3,25.9,0.0,4.6,12.0,7,28.0,14,14,13.0,20.0,67.0,61.0,1013.3,1012.6,1.0,2.0,23.4,25.0,0,0,0
6362,19.4,27.4,0.0,4.4,1.1,0,48.0,10,2,15.0,9.0,51.0,48.0,1013.4,1010.6,8.0,8.0,19.5,25.9,0,0,0
60160,8.4,18.8,0.6,6.0,1.0,9,35.0,7,2,11.0,19.0,96.0,61.0,1024.2,1023.5,8.0,8.0,11.9,17.7,0,0,0
100399,10.0,23.0,0.0,8.6,11.2,9,56.0,2,9,26.0,31.0,66.0,23.0,1022.8,1018.8,2.0,1.0,12.1,21.2,0,0,0
63160,13.2,20.3,0.0,8.0,8.5,10,54.0,9,10,33.0,39.0,45.0,52.0,1024.0,1022.2,3.0,7.0,15.3,18.6,0,0,0
73180,12.0,16.9,0.4,4.0,11.1,9,54.0,9,9,24.0,31.0,51.0,49.0,1027.1,1025.8,7.0,6.0,13.8,15.6,0,0,0
21042,18.7,26.4,0.0,7.8,5.6,1,33.0,1,1,20.0,20.0,70.0,71.0,1015.6,1013.0,4.0,6.0,23.8,24.1,0,0,0
66353,14.1,21.4,0.4,8.0,8.5,10,54.0,9,10,33.0,39.0,45.0,48.0,1024.3,1022.2,3.0,7.0,16.7,20.5,0,0,0
76176,11.9,21.9,0.0,8.0,8.5,9,43.0,10,10,13.0,20.0,50.0,49.0,1024.2,1021.7,3.0,7.0,14.6,20.1,0,0,0
9350,21.4,24.5,0.0,4.0,1.0,10,54.0,15,11,17.0,30.0,79.0,92.0,1014.2,1013.2,8.0,8.0,23.2,21.9,0,1,1
118315,21.9,39.1,0.0,12.0,11.6,4,33.0,4,2,19.0,9.0,35.0,16.0,1014.6,1011.2,0.0,0.0,28.9,38.5,0,0,0
36263,13.8,27.9,0.0,6.6,10.6,0,41.0,2,2,17.0,19.0,53.0,30.0,1016.9,1015.4,1.0,3.0,19.3,26.0,0,0,0
115122,22.2,39.6,0.0,12.0,11.6,1,44.0,4,0,28.0,15.0,32.0,15.0,1015.2,1011.3,0.0,0.0,29.7,38.2,0,0,0
68604,12.3,26.8,0.0,11.8,11.4,10,57.0,10,10,28.0,22.0,56.0,21.0,1020.8,1017.4,3.0,1.0,14.3,24.1,0,0,0
97401,9.1,20.4,0.0,4.0,11.1,10,57.0,9,10,33.0,41.0,47.0,41.0,1026.1,1023.9,6.0,1.0,14.9,19.2,0,0,0
66710,14.3,19.5,0.2,1.2,8.9,12,54.0,15,8,17.0,31.0,67.0,40.0,1009.2,1013.8,6.0,5.0,15.8,19.0,0,0,0
12669,25.0,38.6,0.0,10.6,9.5,11,52.0,5,14,19.0,26.0,48.0,23.0,1009.7,1006.1,1.0,1.0,28.1,37.5,0,1,1
68969,14.5,24.9,0.0,9.2,10.7,8,43.0,11,11,19.0,19.0,62.0,36.0,1013.7,1013.7,7.0,4.0,15.5,23.2,0,0,0
136894,26.0,32.0,0.0,4.0,8.6,6,33.0,6,13,22.0,24.0,81.0,67.0,1006.4,1004.1,5.0,6.0,28.9,31.2,0,1,1
73542,11.3,16.1,0.8,3.6,10.7,15,48.0,11,11,24.0,20.0,68.0,49.0,1013.0,1017.4,6.0,4.0,13.0,14.1,0,0,0
118680,21.3,34.8,0.0,9.6,11.7,1,46.0,0,1,20.0,17.0,51.0,29.0,1012.0,1008.8,1.0,1.0,25.3,34.4,0,0,0
115487,21.3,35.6,0.0,9.6,11.7,0,61.0,0,1,35.0,30.0,47.0,26.0,1012.2,1008.9,1.0,1.0,25.9,34.6,0,0,0
21407,22.2,27.5,0.0,7.4,11.7,1,35.0,1,1,20.0,19.0,70.0,67.0,1014.7,1012.7,3.0,2.0,24.9,26.3,0,0,0
63525,12.0,18.9,1.2,1.2,8.9,12,54.0,15,8,17.0,31.0,74.0,48.0,1009.5,1014.0,6.0,6.0,14.3,16.1,1,0,0
60525,13.3,18.9,0.6,2.4,8.2,13,65.0,13,13,31.0,33.0,85.0,52.0,1006.1,1010.8,8.0,6.0,14.0,17.4,0,0,0
82659,21.9,33.2,0.0,7.4,11.9,5,24.0,7,5,4.0,9.0,61.0,54.0,1011.3,1008.1,1.0,1.0,27.9,32.2,0,1,1
100764,12.6,20.0,0.0,6.4,8.9,10,43.0,11,8,11.0,22.0,69.0,49.0,1015.9,1016.5,7.0,6.0,15.2,18.6,0,0,0
97766,11.6,17.9,1.0,3.6,10.7,12,52.0,11,11,30.0,30.0,65.0,35.0,1014.5,1017.7,5.0,3.0,14.8,17.1,0,0,0
36628,17.8,23.4,0.0,4.6,7.1,15,46.0,15,12,24.0,26.0,80.0,41.0,1006.8,1009.5,7.0,5.0,19.5,22.1,0,0,0
82990,20.6,31.2,0.0,6.6,10.8,4,24.0,13,4,4.0,11.0,68.0,57.0,1013.0,1009.0,7.0,7.0,26.8,29.7,0,0,0
12999,20.3,32.8,0.0,8.0,11.4,3,43.0,3,7,30.0,26.0,68.0,31.0,1010.7,1006.7,6.0,7.0,24.7,32.4,0,0,0
98102,15.3,21.9,1.4,1.4,6.3,10,72.0,10,10,28.0,44.0,96.0,64.0,1011.8,1012.9,8.0,7.0,15.7,20.5,1,0,0
21742,18.8,25.4,0.0,4.6,9.6,13,30.0,14,14,15.0,22.0,64.0,65.0,1015.0,1013.6,6.0,6.0,23.4,24.3,0,0,0
119016,16.3,30.4,0.0,11.0,11.7,0,43.0,0,2,15.0,9.0,47.0,22.0,1019.5,1014.6,0.0,1.0,20.9,30.0,0,0,0
115823,16.2,29.9,0.0,11.0,11.7,0,61.0,1,0,31.0,28.0,41.0,18.0,1020.1,1015.1,0.0,1.0,20.9,29.0,0,0,0
98408,12.3,24.9,0.0,5.2,11.6,8,56.0,9,10,26.0,31.0,52.0,39.0,1024.1,1021.6,6.0,0.0,16.2,23.9,0,0,0
83295,22.6,26.7,0.0,4.8,0.0,0,17.0,3,4,4.0,6.0,78.0,81.0,1009.9,1008.0,8.0,8.0,24.9,25.2,0,1,1
64167,12.7,23.8,0.2,4.2,12.2,9,54.0,9,9,15.0,33.0,64.0,34.0,1022.0,1020.9,1.0,1.0,16.3,22.6,0,0,0
10355,22.0,23.4,0.2,5.4,0.0,3,31.0,3,5,9.0,13.0,82.0,92.0,1009.4,1009.5,8.0,8.0,23.1,22.8,0,1,1
77182,12.6,24.0,0.0,4.2,12.2,9,44.0,2,10,15.0,19.0,62.0,36.0,1022.0,1020.9,1.0,1.0,17.2,22.9,0,0,0
137536,26.6,32.6,1.0,5.2,8.7,13,56.0,14,13,20.0,19.0,69.0,78.0,1009.0,1006.8,7.0,7.0,30.0,28.3,0,0,0
119322,20.0,33.8,0.0,10.2,11.8,4,35.0,0,0,13.0,13.0,41.0,27.0,1008.7,1004.5,1.0,1.0,25.5,33.3,0,0,0
69611,11.1,28.9,0.0,8.0,11.5,9,41.0,10,9,20.0,22.0,62.0,31.0,1018.6,1016.7,0.0,1.0,14.5,26.7,0,0,0
104402,14.6,28.8,0.0,12.0,12.1,9,43.0,9,9,30.0,24.0,51.0,16.0,1017.5,1015.1,3.0,3.0,18.0,26.5,0,0,0
37270,16.4,28.6,1.0,3.2,6.8,0,43.0,10,0,26.0,11.0,49.0,34.0,1014.5,1013.8,6.0,3.0,18.8,26.1,0,0,0
116129,18.9,34.0,0.0,10.2,11.8,0,44.0,0,0,31.0,24.0,37.0,22.0,1008.8,1004.7,1.0,1.0,25.6,33.4,0,0,0
22048,18.5,24.7,0.0,6.4,7.6,1,35.0,0,2,22.0,20.0,71.0,70.0,1015.1,1013.4,6.0,5.0,22.4,22.8,0,0,0
101406,9.9,25.5,0.0,7.6,11.9,9,48.0,9,2,20.0,20.0,62.0,31.0,1021.2,1018.4,2.0,3.0,13.0,23.6,0,0,0
69975,14.5,31.1,0.0,8.0,11.4,10,35.0,9,9,11.0,15.0,55.0,40.0,1019.1,1016.9,3.0,6.0,19.1,30.2,0,0,0
64532,14.9,23.2,0.0,5.2,3.6,10,37.0,11,8,13.0,22.0,87.0,60.0,1022.9,1021.6,8.0,7.0,16.8,21.1,0,0,0
83659,19.9,30.4,0.6,8.0,10.2,1,30.0,2,0,7.0,13.0,55.0,46.0,1016.0,1013.2,3.0,2.0,26.8,28.9,0,0,0
116494,20.0,38.2,0.0,11.0,11.9,4,39.0,4,15,24.0,17.0,20.0,10.0,1016.0,1012.8,0.0,0.0,30.0,37.5,0,0,0
119687,16.4,38.0,0.0,11.0,11.9,5,35.0,4,12,19.0,11.0,27.0,11.0,1015.9,1013.1,0.0,0.0,29.1,37.3,0,0,0
86681,21.3,28.6,0.0,8.6,1.6,9,54.0,8,8,13.0,17.0,69.0,78.0,1011.2,1008.0,6.0,7.0,27.1,28.2,0,1,1
137901,27.2,31.2,0.0,7.8,9.7,7,39.0,7,14,22.0,22.0,68.0,59.0,1009.8,1007.0,6.0,7.0,28.9,30.6,0,0,0
92649,24.6,31.5,0.0,9.6,8.5,4,41.0,9,1,17.0,30.0,64.0,59.0,1011.7,1008.1,7.0,5.0,27.9,29.9,0,0,0
61532,13.6,25.4,0.0,5.8,8.7,10,37.0,13,10,15.0,22.0,87.0,53.0,1022.5,1020.3,5.0,4.0,17.4,24.8,0,0,0
74545,14.7,18.8,0.0,5.4,10.6,9,37.0,9,9,20.0,22.0,78.0,72.0,1024.4,1023.9,7.0,8.0,16.3,18.0,0,0,0
101769,11.0,25.2,0.0,6.5,11.9,9,37.0,9,2,9.0,19.0,66.0,37.0,1020.9,1019.5,1.0,1.0,15.9,24.2,0,0,0
77547,14.0,24.5,0.0,5.2,3.6,11,30.0,12,11,7.0,15.0,96.0,60.0,1022.8,1021.2,8.0,7.0,16.4,22.2,0,0,0
134717,19.1,34.2,0.0,12.0,11.7,2,46.0,2,0,22.0,24.0,48.0,21.0,1013.8,1010.9,1.0,7.0,26.8,31.9,0,0,0
98773,12.7,23.7,0.0,5.4,10.6,10,44.0,10,10,26.0,31.0,65.0,55.0,1024.2,1022.3,6.0,3.0,17.9,21.2,0,0,0
22413,19.6,23.8,0.6,4.0,11.4,9,43.0,9,9,22.0,28.0,64.0,59.0,1014.8,1013.0,2.0,2.0,22.1,22.9,0,0,0
116859,17.3,31.5,0.0,10.0,8.5,0,48.0,0,12,20.0,28.0,47.0,29.0,1010.8,1006.9,2.0,5.0,23.2,31.1,0,0,0
93014,26.0,33.3,0.0,8.6,11.6,1,43.0,5,5,17.0,20.0,60.0,54.0,1009.0,1006.2,6.0,1.0,30.9,32.1,0,0,0
120052,17.3,31.2,0.0,10.0,8.5,2,43.0,0,11,9.0,19.0,51.0,40.0,1010.8,1007.3,2.0,5.0,23.9,28.3,0,0,0
138266,26.6,32.5,0.0,5.2,4.2,12,50.0,13,12,15.0,28.0,80.0,80.0,1007.5,1004.7,7.0,7.0,29.5,26.8,0,1,1
38000,18.6,29.8,0.2,9.8,10.8,15,48.0,15,12,28.0,30.0,51.0,29.0,1005.9,1008.3,2.0,1.0,24.9,28.0,0,0,0
84020,21.8,31.3,0.0,6.2,9.5,5,20.0,13,4,6.0,7.0,73.0,59.0,1011.1,1007.8,4.0,1.0,27.0,30.2,0,0,0
87043,23.5,31.7,0.0,7.2,11.4,4,26.0,2,5,11.0,13.0,65.0,63.0,1009.1,1006.7,2.0,3.0,29.8,31.1,0,0,0
138632,26.6,35.2,0.0,8.0,11.5,7,28.0,2,7,9.0,20.0,75.0,63.0,1012.4,1008.5,2.0,2.0,30.6,33.4,0,0,0
32352,21.3,28.2,0.0,4.2,7.7,1,33.0,0,1,4.0,26.0,72.0,47.0,1022.0,1019.9,4.0,1.0,23.6,27.6,0,0,0
35360,21.3,30.2,0.0,4.2,7.7,4,39.0,11,5,9.0,28.0,83.0,38.0,1022.0,1019.6,4.0,1.0,22.9,29.9,0,0,0
78275,16.7,34.4,0.0,5.2,10.7,6,41.0,5,3,7.0,20.0,92.0,20.0,1017.8,1014.8,1.0,6.0,18.3,32.9,0,0,0
117225,13.4,26.1,0.0,7.4,11.2,12,43.0,11,12,11.0,31.0,61.0,40.0,1020.1,1017.3,2.0,0.0,20.8,24.3,0,0,0
65263,13.0,34.5,0.0,5.2,10.7,6,52.0,5,6,7.0,22.0,81.0,14.0,1017.6,1015.0,1.0,6.0,18.6,33.0,0,0,0
129380,14.2,28.1,0.0,3.0,9.3,3,52.0,3,6,15.0,28.0,64.0,39.0,1021.1,1015.5,2.0,6.0,18.4,26.4,0,0,0
120418,15.7,25.3,0.0,7.4,11.2,11,37.0,9,11,9.0,20.0,63.0,48.0,1020.3,1017.7,2.0,0.0,20.7,23.6,0,0,0
40917,16.5,28.7,0.0,5.0,11.2,9,39.0,5,2,7.0,26.0,74.0,51.0,1021.9,1019.7,1.0,2.0,23.2,27.4,0,0,0
102499,15.4,34.8,0.0,8.0,8.1,14,41.0,4,12,13.0,24.0,28.0,12.0,1016.1,1014.4,3.0,7.0,24.5,33.2,0,0,0
14259,20.2,35.8,0.0,12.2,11.7,4,43.0,0,8,22.0,11.0,49.0,25.0,1018.5,1015.2,1.0,5.0,24.9,33.4,0,0,0
70705,14.2,36.9,0.0,8.0,10.8,4,22.0,1,15,9.0,9.0,34.0,10.0,1017.6,1014.6,0.0,3.0,22.2,35.0,0,0,0
84378,22.1,30.5,0.4,8.5,8.1,0,30.0,10,10,7.0,11.0,72.0,88.0,1018.5,1016.9,5.0,6.0,27.0,24.8,0,1,1
105496,19.5,38.9,0.0,13.8,10.8,11,33.0,0,9,17.0,15.0,34.0,7.0,1015.0,1012.2,0.0,0.0,25.7,37.7,0,0,0
38366,20.3,35.3,0.0,8.8,11.6,0,37.0,1,3,24.0,11.0,54.0,24.0,1019.1,1015.8,0.0,2.0,23.8,32.9,0,0,0
87409,25.4,33.6,0.0,6.6,8.0,8,35.0,10,4,17.0,19.0,68.0,64.0,1013.7,1009.3,5.0,4.0,28.2,31.5,0,0,0
99504,9.8,32.1,0.0,4.2,9.7,15,46.0,5,7,13.0,20.0,76.0,21.0,1016.3,1014.3,5.0,7.0,17.0,30.9,0,0,0
138997,24.6,34.4,0.0,4.8,11.3,0,28.0,2,6,7.0,15.0,70.0,62.0,1009.7,1005.9,3.0,2.0,28.3,32.2,0,0,0
68063,16.6,30.5,0.0,11.2,12.0,11,26.0,5,11,6.0,9.0,58.0,29.0,1021.3,1019.1,0.0,1.0,20.5,30.1,0,0,0
117590,20.3,38.1,0.0,8.4,11.5,5,50.0,1,15,26.0,17.0,53.0,32.0,1013.8,1010.7,1.0,1.0,26.7,37.0,0,1,1
65628,14.8,33.2,0.0,11.2,12.0,10,35.0,3,10,11.0,22.0,41.0,17.0,1021.1,1019.2,0.0,1.0,22.8,31.7,0,0,0
78636,13.6,34.0,0.0,11.2,12.0,12,30.0,10,12,7.0,17.0,64.0,27.0,1021.3,1018.6,0.0,1.0,18.7,32.6,0,0,0
120783,20.1,37.7,0.0,8.4,11.5,4,41.0,0,12,9.0,11.0,55.0,34.0,1013.8,1010.9,1.0,1.0,28.2,37.2,0,1,1
129745,14.1,24.4,0.0,7.2,10.0,9,26.0,4,9,4.0,17.0,73.0,55.0,1023.9,1021.6,5.0,4.0,18.0,23.6,0,0,0
84741,20.9,32.6,0.0,6.6,11.0,1,31.0,11,0,6.0,17.0,58.0,56.0,1017.3,1014.2,2.0,3.0,27.6,29.0,0,0,0
44503,3.5,21.8,0.0,6.0,10.3,6,22.0,2,14,7.0,11.0,72.0,34.0,1023.9,1021.2,0.0,1.0,8.7,21.2,0,0,0
11970,16.9,30.6,0.6,3.6,10.5,10,41.0,2,9,13.0,11.0,82.0,40.0,1012.7,1011.2,2.0,5.0,20.4,29.5,0,0,0
6029,18.0,30.6,0.0,8.4,11.2,9,44.0,9,9,15.0,19.0,55.0,36.0,1016.3,1014.1,1.0,6.0,20.4,28.8,0,0,0
136195,24.3,34.5,0.0,7.4,10.8,1,39.0,2,4,9.0,17.0,78.0,35.0,1010.8,1007.4,3.0,2.0,28.1,33.5,0,0,0
97067,11.1,31.4,0.0,4.0,10.2,5,37.0,5,5,17.0,17.0,51.0,22.0,1020.6,1018.1,7.0,6.0,19.5,30.7,0,0,0
20708,20.5,25.6,0.6,5.8,9.2,0,54.0,2,2,24.0,30.0,75.0,70.0,1018.2,1017.6,5.0,5.0,22.4,23.7,0,1,1
68270,16.3,32.0,0.0,8.0,10.2,0,41.0,0,0,11.0,19.0,51.0,23.0,1020.6,1017.5,0.0,0.0,19.5,31.1,0,0,0
75842,11.8,29.5,0.0,6.2,10.3,11,24.0,5,8,2.0,11.0,85.0,30.0,1022.4,1019.7,1.0,3.0,14.3,28.4,0,0,0
44868,15.1,21.2,0.4,5.6,5.4,2,44.0,10,9,13.0,17.0,74.0,84.0,1024.4,1024.1,6.0,7.0,17.3,18.5,0,1,1
35929,15.0,30.2,0.0,9.0,11.1,1,48.0,2,1,9.0,26.0,49.0,27.0,1021.6,1019.1,1.0,1.0,20.5,29.4,0,0,0
81966,19.0,30.5,0.2,4.4,10.7,0,28.0,10,1,7.0,15.0,67.0,56.0,1012.9,1010.9,3.0,1.0,26.2,28.9,0,1,1
100066,12.6,31.0,0.0,8.0,10.9,4,39.0,4,5,13.0,13.0,33.0,18.0,1019.4,1017.3,1.0,1.0,22.6,30.5,0,0,0
126948,12.6,24.2,0.2,2.0,7.2,5,39.0,3,5,15.0,20.0,71.0,48.0,1028.3,1025.1,1.0,5.0,16.9,22.8,0,0,0
59826,10.9,25.0,0.0,6.0,10.6,0,50.0,13,0,2.0,37.0,76.0,55.0,1023.8,1021.6,1.0,1.0,16.4,24.5,0,0,0
90944,19.8,32.8,0.0,6.0,10.9,3,24.0,14,3,9.0,13.0,69.0,38.0,1011.3,1008.5,1.0,1.0,27.6,31.3,0,0,0
100430,9.7,26.7,0.0,5.8,9.1,9,35.0,0,1,11.0,13.0,57.0,29.0,1021.4,1019.4,3.0,6.0,16.5,25.3,0,0,0
60191,8.4,22.5,0.0,6.6,7.5,0,30.0,7,2,7.0,11.0,97.0,46.0,1020.7,1018.9,8.0,5.0,11.2,21.6,0,0,0
45233,6.6,23.1,0.0,3.4,10.8,1,30.0,9,14,7.0,7.0,79.0,44.0,1020.7,1017.3,0.0,2.0,11.5,22.4,0,0,0
66384,13.8,24.0,0.0,2.4,7.7,8,31.0,13,10,11.0,19.0,79.0,45.0,1020.8,1019.2,7.0,4.0,17.1,23.9,0,0,0
63191,12.0,22.4,0.0,2.4,7.7,8,31.0,13,10,11.0,19.0,82.0,49.0,1021.1,1019.5,7.0,6.0,15.7,20.7,0,0,0
68635,9.3,27.4,0.0,4.4,10.5,8,33.0,8,11,7.0,19.0,66.0,19.0,1021.1,1019.0,2.0,7.0,13.2,26.3,0,0,0
115153,17.4,29.8,0.0,6.0,10.9,9,52.0,2,2,26.0,19.0,53.0,34.0,1015.8,1011.0,1.0,1.0,21.5,29.5,0,0,0
36294,11.0,26.6,0.0,4.0,10.5,11,26.0,0,13,9.0,13.0,79.0,36.0,1019.9,1017.1,1.0,4.0,15.7,25.8,0,0,0
